Total clusters: 221666
Total patterns: 962067.0
Feature format: [rotary_sum1, ..., rotary_sum8, Y, X, batch_index, count]
Zone mapping: 0-3 (top row), 4-7, 8-11, 12-15 (bottom row)

Cluster 0: [0.9725490212440491, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0470588244497776, 1.0196079015731812, 5.0, 5.0, 21.0, 2.0] (Zone: 0)
Cluster 1: [0.9921568632125854, 0.0, 0.0, 0.05098039284348488, 1.0509804487228394, 1.0470588207244873, 1.0196079015731812, 1.9647059440612793, 5.0, 6.0, 21.0, 4.0] (Zone: 0)
Cluster 2: [0.5215686559677124, 0.05098039284348488, 1.0509804487228394, 1.0, 0.9725490212440491, 0.9725490212440491, 0.0, 0.5215686559677124, 6.0, 5.0, 21.0, 1.0] (Zone: 0)
Cluster 3: [1.0431373119354248, 1.0509804487228394, 2.0, 1.0470588207244873, 1.0392156839370728, 0.9921568632125854, 0.5215686559677124, 1.5137255191802979, 6.0, 6.0, 21.0, 1.0] (Zone: 0)
Cluster 4: [1.0, 0.0, 0.0, 0.0, 0.6666666865348816, 0.6666666865348816, 0.5529412031173706, 1.5529412031173706, 6.0, 6.0, 24.0, 8.0] (Zone: 0)
Cluster 5: [0.9882352948188782, 0.0, 0.12941177189350128, 0.12941177189350128, 0.8470588326454163, 0.8470588326454163, 0.5686274766921997, 1.5568628311157227, 6.0, 6.0, 79.0, 4.0] (Zone: 0)
Cluster 6: [0.9921568632125854, 0.0, 0.0, 0.0, 0.5647059082984924, 0.6352941393852234, 0.9372549057006836, 1.858823537826538, 5.0, 6.0, 85.0, 6.0] (Zone: 0)
Cluster 7: [0.9921568632125854, 0.0, 0.2823529541492462, 0.2823529541492462, 0.8666666746139526, 0.8666666746139526, 0.43529412150382996, 1.4274510145187378, 6.0, 5.0, 85.0, 2.0] (Zone: 0)
Cluster 8: [0.9607843160629272, 0.2823529541492462, 0.847058892250061, 0.6352941393852234, 1.0627450942993164, 1.4274510145187378, 1.4274510145187378, 1.9529411792755127, 6.0, 6.0, 85.0, 1.0] (Zone: 0)
Cluster 9: [0.9254902005195618, 0.0, 0.11372549086809158, 0.11372549086809158, 0.5333333611488342, 0.5333333611488342, 0.11372549086809158, 1.0392156839370728, 6.0, 6.0, 104.0, 2.0] (Zone: 0)
